pdf_url,docDate
https://pdf.swedeb.se/riksdagen-records-pdf/1939/prot-1939--fk--041.pdf,1939-06-16
https://pdf.swedeb.se/riksdagen-records-pdf/1939/prot-1939--fk--041.pdf,1939-06-17
https://pdf.swedeb.se/riksdagen-records-pdf/1940/prot-1940--ak--031.pdf,1940-05-14
https://pdf.swedeb.se/riksdagen-records-pdf/1940/prot-1940--ak--031.pdf,1940-05-15
https://pdf.swedeb.se/riksdagen-records-pdf/1940/prot-1940--ak--031.pdf,1940-05-18
https://pdf.swedeb.se/riksdagen-records-pdf/1940/prot-1940--fk--004.pdf,1940-01-20
https://pdf.swedeb.se/riksdagen-records-pdf/1940/prot-1940--fk--004.pdf,1940-01-22
https://pdf.swedeb.se/riksdagen-records-pdf/1940/prot-1940--fk--004.pdf,1940-01-23
https://pdf.swedeb.se/riksdagen-records-pdf/1941/prot-1941--ak--050.pdf,1941-12-03
https://pdf.swedeb.se/riksdagen-records-pdf/1941/prot-1941--ak--050.pdf,1941-12-06
https://pdf.swedeb.se/riksdagen-records-pdf/1941/prot-1941--ak--050.pdf,1941-12-09
https://pdf.swedeb.se/riksdagen-records-pdf/1941/prot-1941--ak--050.pdf,1941-12-10
https://pdf.swedeb.se/riksdagen-records-pdf/1941/prot-1941--fk--009.pdf,1941-02-18
https://pdf.swedeb.se/riksdagen-records-pdf/1941/prot-1941--fk--009.pdf,1941-02-19
https://pdf.swedeb.se/riksdagen-records-pdf/1942/prot-1942--ak--007.pdf,1942-02-10
https://pdf.swedeb.se/riksdagen-records-pdf/1942/prot-1942--ak--007.pdf,1942-02-11
https://pdf.swedeb.se/riksdagen-records-pdf/1942/prot-1942--ak--007.pdf,1942-02-14
https://pdf.swedeb.se/riksdagen-records-pdf/1942/prot-1942--fk--028.pdf,1942-11-02
https://pdf.swedeb.se/riksdagen-records-pdf/1942/prot-1942--fk--028.pdf,1942-11-03
https://pdf.swedeb.se/riksdagen-records-pdf/1943/prot-1943--ak--012.pdf,1943-03-30
https://pdf.swedeb.se/riksdagen-records-pdf/1943/prot-1943--ak--012.pdf,1943-03-31
https://pdf.swedeb.se/riksdagen-records-pdf/1943/prot-1943--fk--031.pdf,1943-11-09
https://pdf.swedeb.se/riksdagen-records-pdf/1943/prot-1943--fk--031.pdf,1943-11-10
https://pdf.swedeb.se/riksdagen-records-pdf/1943/prot-1943--fk--031.pdf,1943-11-13
https://pdf.swedeb.se/riksdagen-records-pdf/1943/prot-1943--fk--031.pdf,1943-11-16
https://pdf.swedeb.se/riksdagen-records-pdf/1943/prot-1943--fk--031.pdf,1943-11-17
https://pdf.swedeb.se/riksdagen-records-pdf/1944/prot-1944--ak--009.pdf,1944-03-07
https://pdf.swedeb.se/riksdagen-records-pdf/1944/prot-1944--ak--009.pdf,1944-03-08
https://pdf.swedeb.se/riksdagen-records-pdf/1944/prot-1944--ak--009.pdf,1944-03-11
https://pdf.swedeb.se/riksdagen-records-pdf/1944/prot-1944--fk--015.pdf,1944-04-25
https://pdf.swedeb.se/riksdagen-records-pdf/1944/prot-1944--fk--015.pdf,1944-04-26
https://pdf.swedeb.se/riksdagen-records-pdf/1944/prot-1944--fk--015.pdf,1944-04-29
https://pdf.swedeb.se/riksdagen-records-pdf/1944/prot-1944--fk--015.pdf,1944-05-02
https://pdf.swedeb.se/riksdagen-records-pdf/1945/prot-1945--ak--017.pdf,1945-04-19
https://pdf.swedeb.se/riksdagen-records-pdf/1945/prot-1945--fk--004.pdf,1945-01-18
https://pdf.swedeb.se/riksdagen-records-pdf/1945/prot-1945--fk--004.pdf,1945-01-19
https://pdf.swedeb.se/riksdagen-records-pdf/1945/prot-1945--fk--004.pdf,1945-01-20
https://pdf.swedeb.se/riksdagen-records-pdf/1945/prot-1945--fk--004.pdf,1945-01-22
https://pdf.swedeb.se/riksdagen-records-pdf/1946/prot-1946--ak--025.pdf,1946-06-14
https://pdf.swedeb.se/riksdagen-records-pdf/1946/prot-1946--ak--025.pdf,1946-06-15
https://pdf.swedeb.se/riksdagen-records-pdf/1946/prot-1946--ak--025.pdf,1946-06-18
https://pdf.swedeb.se/riksdagen-records-pdf/1946/prot-1946--fk--001.pdf,1946-01-10
https://pdf.swedeb.se/riksdagen-records-pdf/1946/prot-1946--fk--001.pdf,1946-01-11
https://pdf.swedeb.se/riksdagen-records-pdf/1946/prot-1946--fk--001.pdf,1946-01-12
https://pdf.swedeb.se/riksdagen-records-pdf/1946/prot-1946--fk--001.pdf,1946-01-15
https://pdf.swedeb.se/riksdagen-records-pdf/1946/prot-1946--fk--001.pdf,1946-01-16
https://pdf.swedeb.se/riksdagen-records-pdf/1947/prot-1947--ak--002.pdf,1947-01-17
https://pdf.swedeb.se/riksdagen-records-pdf/1947/prot-1947--fk--019.pdf,1947-04-26
https://pdf.swedeb.se/riksdagen-records-pdf/1947/prot-1947--fk--019.pdf,1947-04-28
https://pdf.swedeb.se/riksdagen-records-pdf/1947/prot-1947--fk--019.pdf,1947-04-29
https://pdf.swedeb.se/riksdagen-records-pdf/1947/prot-1947--fk--019.pdf,1947-05-02
https://pdf.swedeb.se/riksdagen-records-pdf/1948/prot-1948--ak--011.pdf,1948-03-13
https://pdf.swedeb.se/riksdagen-records-pdf/1948/prot-1948--ak--011.pdf,1948-03-16
https://pdf.swedeb.se/riksdagen-records-pdf/1948/prot-1948--fk--011.pdf,1948-03-13
https://pdf.swedeb.se/riksdagen-records-pdf/1948/prot-1948--fk--011.pdf,1948-03-16
