protocol_id,link,titles
prot-1939-urtima-ak--008,https://swerik-project.github.io/riksdagen-records-pdf/1939/prot-1939-urtima-ak--008/prot-1939-urtima-ak--008_016,§ 11.; § 12.
prot-1940-urtima-ak--006,https://swerik-project.github.io/riksdagen-records-pdf/1940/prot-1940-urtima-ak--006/prot-1940-urtima-ak--006_025,no header
prot-1941--ak--051,https://swerik-project.github.io/riksdagen-records-pdf/1941/prot-1941--ak--051/prot-1941--ak--051_139,no header
prot-1941--fk--043,https://swerik-project.github.io/riksdagen-records-pdf/1941/prot-1941--fk--043/prot-1941--fk--043_031,no header
prot-1942--ak--021,https://swerik-project.github.io/riksdagen-records-pdf/1942/prot-1942--ak--021/prot-1942--ak--021_051,no header
prot-1942--ak--025,https://swerik-project.github.io/riksdagen-records-pdf/1942/prot-1942--ak--025/prot-1942--ak--025_105,no header
prot-1942--fk--011,https://swerik-project.github.io/riksdagen-records-pdf/1942/prot-1942--fk--011/prot-1942--fk--011_053,no header
prot-1942--fk--014,https://swerik-project.github.io/riksdagen-records-pdf/1942/prot-1942--fk--014/prot-1942--fk--014_036,no header
prot-1942--fk--021,https://swerik-project.github.io/riksdagen-records-pdf/1942/prot-1942--fk--021/prot-1942--fk--021_060,no header
prot-1942--fk--023,https://swerik-project.github.io/riksdagen-records-pdf/1942/prot-1942--fk--023/prot-1942--fk--023_021,no header
prot-1942--fk--025,https://swerik-project.github.io/riksdagen-records-pdf/1942/prot-1942--fk--025/prot-1942--fk--025_003,no header
prot-1942--fk--027,https://swerik-project.github.io/riksdagen-records-pdf/1942/prot-1942--fk--027/prot-1942--fk--027_058,no header
prot-1943--ak--025,https://swerik-project.github.io/riksdagen-records-pdf/1943/prot-1943--ak--025/prot-1943--ak--025_073,no header
prot-1943--fk--003,https://swerik-project.github.io/riksdagen-records-pdf/1943/prot-1943--fk--003/prot-1943--fk--003_023,no header
prot-1944--ak--016,https://swerik-project.github.io/riksdagen-records-pdf/1944/prot-1944--ak--016/prot-1944--ak--016_003,no header
prot-1945--ak--024,https://swerik-project.github.io/riksdagen-records-pdf/1945/prot-1945--ak--024/prot-1945--ak--024_093,no header
prot-1945--fk--040,https://swerik-project.github.io/riksdagen-records-pdf/1945/prot-1945--fk--040/prot-1945--fk--040_020,no header
prot-1946--ak--003,https://swerik-project.github.io/riksdagen-records-pdf/1946/prot-1946--ak--003/prot-1946--ak--003_055,no header
prot-1946--fk--031,https://swerik-project.github.io/riksdagen-records-pdf/1946/prot-1946--fk--031/prot-1946--fk--031_108,no header
prot-1947--ak--015,https://swerik-project.github.io/riksdagen-records-pdf/1947/prot-1947--ak--015/prot-1947--ak--015_005,no header
prot-1947--ak--035,https://swerik-project.github.io/riksdagen-records-pdf/1947/prot-1947--ak--035/prot-1947--ak--035_179,no header
prot-1947--ak--036,https://swerik-project.github.io/riksdagen-records-pdf/1947/prot-1947--ak--036/prot-1947--ak--036_003,§ 4.
prot-1947--fk--019,https://swerik-project.github.io/riksdagen-records-pdf/1947/prot-1947--fk--019/prot-1947--fk--019_042,no header
prot-1947--fk--030,https://swerik-project.github.io/riksdagen-records-pdf/1947/prot-1947--fk--030/prot-1947--fk--030_078,no header
prot-1947--fk--034,https://swerik-project.github.io/riksdagen-records-pdf/1947/prot-1947--fk--034/prot-1947--fk--034_034,no header
prot-1948--ak--024,https://swerik-project.github.io/riksdagen-records-pdf/1948/prot-1948--ak--024/prot-1948--ak--024_133,§ 4. Svar på interpellation ang. betryggande åtgärder för förvaring av sprängämnen och ammunition.
prot-1948--ak--038,https://swerik-project.github.io/riksdagen-records-pdf/1948/prot-1948--ak--038/prot-1948--ak--038_003,§ 1.; § 2.; § 3.; § 4.; § 5.; § 6.
prot-1948--fk--018,https://swerik-project.github.io/riksdagen-records-pdf/1948/prot-1948--fk--018/prot-1948--fk--018_067,no header
prot-1949--ak--005,https://swerik-project.github.io/riksdagen-records-pdf/1949/prot-1949--ak--005/prot-1949--ak--005_031,no header
prot-1949--ak--013,https://swerik-project.github.io/riksdagen-records-pdf/1949/prot-1949--ak--013/prot-1949--ak--013_134,no header
prot-1949--fk--016,https://swerik-project.github.io/riksdagen-records-pdf/1949/prot-1949--fk--016/prot-1949--fk--016_015,no header
prot-1950--fk--010,https://swerik-project.github.io/riksdagen-records-pdf/1950/prot-1950--fk--010/prot-1950--fk--010_075,no header
prot-1951--ak--019,https://swerik-project.github.io/riksdagen-records-pdf/1951/prot-1951--ak--019/prot-1951--ak--019_084,§ 30.; § 31.
prot-1951--fk--007,https://swerik-project.github.io/riksdagen-records-pdf/1951/prot-1951--fk--007/prot-1951--fk--007_024,no header
prot-1951--fk--032,https://swerik-project.github.io/riksdagen-records-pdf/1951/prot-1951--fk--032/prot-1951--fk--032_012,no header
prot-1952--ak--005,https://swerik-project.github.io/riksdagen-records-pdf/1952/prot-1952--ak--005/prot-1952--ak--005_042,no header
prot-1952--ak--016,https://swerik-project.github.io/riksdagen-records-pdf/1952/prot-1952--ak--016/prot-1952--ak--016_166,no header
prot-1952--ak--018,https://swerik-project.github.io/riksdagen-records-pdf/1952/prot-1952--ak--018/prot-1952--ak--018_114,no header
prot-1952--ak--022,https://swerik-project.github.io/riksdagen-records-pdf/1952/prot-1952--ak--022/prot-1952--ak--022_040,no header
prot-1952--ak--023,https://swerik-project.github.io/riksdagen-records-pdf/1952/prot-1952--ak--023/prot-1952--ak--023_126,no header
prot-1952--ak--029,https://swerik-project.github.io/riksdagen-records-pdf/1952/prot-1952--ak--029/prot-1952--ak--029_040,no header
prot-1952--ak--032,https://swerik-project.github.io/riksdagen-records-pdf/1952/prot-1952--ak--032/prot-1952--ak--032_003,§ 1.; § 2; § 3.; § 4.
prot-1953--ak--001,https://swerik-project.github.io/riksdagen-records-pdf/1953/prot-1953--ak--001/prot-1953--ak--001_007,no header
prot-1953--ak--014,https://swerik-project.github.io/riksdagen-records-pdf/1953/prot-1953--ak--014/prot-1953--ak--014_068,§ 10.; § 11. Upphävande av regleringen av rundvirkesexporten.
prot-1953--fk--023,https://swerik-project.github.io/riksdagen-records-pdf/1953/prot-1953--fk--023/prot-1953--fk--023_129,no header
prot-1954--fk--026,https://swerik-project.github.io/riksdagen-records-pdf/1954/prot-1954--fk--026/prot-1954--fk--026_021,no header
prot-1955--fk--016,https://swerik-project.github.io/riksdagen-records-pdf/1955/prot-1955--fk--016/prot-1955--fk--016_098,no header
prot-1955--fk--020,https://swerik-project.github.io/riksdagen-records-pdf/1955/prot-1955--fk--020/prot-1955--fk--020_095,no header
prot-1956--fk--018,https://swerik-project.github.io/riksdagen-records-pdf/1956/prot-1956--fk--018/prot-1956--fk--018_064,no header
prot-1957--ak--006,https://swerik-project.github.io/riksdagen-records-pdf/1957/prot-1957--ak--006/prot-1957--ak--006_049,no header
prot-1957--ak--020,https://swerik-project.github.io/riksdagen-records-pdf/1957/prot-1957--ak--020/prot-1957--ak--020_094,no header
prot-1957--ak--022,https://swerik-project.github.io/riksdagen-records-pdf/1957/prot-1957--ak--022/prot-1957--ak--022_015,§ 6. Svar på interpellation ang. tillgodoräknande av tidigare offentlig tjänst i annat nordiskt land vid beräkningen av tjänstår i Sverige för erhållande av pension.
prot-1957--fk--002,https://swerik-project.github.io/riksdagen-records-pdf/1957/prot-1957--fk--002/prot-1957--fk--002_144,no header
prot-1957--fk--013,https://swerik-project.github.io/riksdagen-records-pdf/1957/prot-1957--fk--013/prot-1957--fk--013_022,no header
prot-1957--fk--017,https://swerik-project.github.io/riksdagen-records-pdf/1957/prot-1957--fk--017/prot-1957--fk--017_039,no header
prot-1958-a-ak--018,https://swerik-project.github.io/riksdagen-records-pdf/1958/prot-1958-a-ak--018/prot-1958-a-ak--018_040,no header
prot-1958-b-ak--001,https://swerik-project.github.io/riksdagen-records-pdf/1958/prot-1958-b-ak--001/prot-1958-b-ak--001_039,§ 13
prot-1958-b-ak--014,https://swerik-project.github.io/riksdagen-records-pdf/1958/prot-1958-b-ak--014/prot-1958-b-ak--014_070,§ 14 Svar på interpellation ang. de mindre inkomstttagarnas bostadskostnader
prot-1959--ak--009,https://swerik-project.github.io/riksdagen-records-pdf/1959/prot-1959--ak--009/prot-1959--ak--009_061,no header
prot-1959--ak--015,https://swerik-project.github.io/riksdagen-records-pdf/1959/prot-1959--ak--015/prot-1959--ak--015_048,no header
prot-1959--fk--016,https://swerik-project.github.io/riksdagen-records-pdf/1959/prot-1959--fk--016/prot-1959--fk--016_046,no header
prot-1960--fk--011,https://swerik-project.github.io/riksdagen-records-pdf/1960/prot-1960--fk--011/prot-1960--fk--011_025,no header
prot-1961--ak--033,https://swerik-project.github.io/riksdagen-records-pdf/1961/prot-1961--ak--033/prot-1961--ak--033_040,no header
prot-1961--fk--033,https://swerik-project.github.io/riksdagen-records-pdf/1961/prot-1961--fk--033/prot-1961--fk--033_002,no header
prot-1962--ak--020,https://swerik-project.github.io/riksdagen-records-pdf/1962/prot-1962--ak--020/prot-1962--ak--020_094,no header
prot-1962--ak--025,https://swerik-project.github.io/riksdagen-records-pdf/1962/prot-1962--ak--025/prot-1962--ak--025_015,no header
prot-1962--fk--009,https://swerik-project.github.io/riksdagen-records-pdf/1962/prot-1962--fk--009/prot-1962--fk--009_035,no header
prot-1962--fk--014,https://swerik-project.github.io/riksdagen-records-pdf/1962/prot-1962--fk--014/prot-1962--fk--014_079,no header
prot-1962--fk--021,https://swerik-project.github.io/riksdagen-records-pdf/1962/prot-1962--fk--021/prot-1962--fk--021_070,no header
prot-1962--fk--024,https://swerik-project.github.io/riksdagen-records-pdf/1962/prot-1962--fk--024/prot-1962--fk--024_126,no header
prot-1962--fk--034,https://swerik-project.github.io/riksdagen-records-pdf/1962/prot-1962--fk--034/prot-1962--fk--034_036,no header
prot-1963--ak--005,https://swerik-project.github.io/riksdagen-records-pdf/1963/prot-1963--ak--005/prot-1963--ak--005_021,§ 11 Interpellation ang. giltighetstiden för pass
prot-1963--ak--031,https://swerik-project.github.io/riksdagen-records-pdf/1963/prot-1963--ak--031/prot-1963--ak--031_075,no header
prot-1963--fk--012,https://swerik-project.github.io/riksdagen-records-pdf/1963/prot-1963--fk--012/prot-1963--fk--012_099,no header
prot-1964--ak--026,https://swerik-project.github.io/riksdagen-records-pdf/1964/prot-1964--ak--026/prot-1964--ak--026_072,no header
prot-1965--ak--026,https://swerik-project.github.io/riksdagen-records-pdf/1965/prot-1965--ak--026/prot-1965--ak--026_009,no header
prot-1966--ak--014,https://swerik-project.github.io/riksdagen-records-pdf/1966/prot-1966--ak--014/prot-1966--ak--014_005,§ 1; § 2; § 3 Svar på interpellation ang. de nya sedlarnas format
prot-1966--ak--018,https://swerik-project.github.io/riksdagen-records-pdf/1966/prot-1966--ak--018/prot-1966--ak--018_113,no header
prot-1967--ak--019,https://swerik-project.github.io/riksdagen-records-pdf/1967/prot-1967--ak--019/prot-1967--ak--019_123,"§ 9; § 10 Utbyggnad av systemet med växtförädlingsavgifter, m. m."
prot-1967--ak--039,https://swerik-project.github.io/riksdagen-records-pdf/1967/prot-1967--ak--039/prot-1967--ak--039_033,no header
prot-1967--fk--012,https://swerik-project.github.io/riksdagen-records-pdf/1967/prot-1967--fk--012/prot-1967--fk--012_080,no header
prot-1967--fk--017,https://swerik-project.github.io/riksdagen-records-pdf/1967/prot-1967--fk--017/prot-1967--fk--017_008,no header
prot-1967--fk--032,https://swerik-project.github.io/riksdagen-records-pdf/1967/prot-1967--fk--032/prot-1967--fk--032_052,no header
prot-1967--fk--047,https://swerik-project.github.io/riksdagen-records-pdf/1967/prot-1967--fk--047/prot-1967--fk--047_091,no header
prot-1968--ak--002,https://swerik-project.github.io/riksdagen-records-pdf/1968/prot-1968--ak--002/prot-1968--ak--002_091,§ 14; § 15 Meddelande om enkla frågor
prot-1968--ak--030,https://swerik-project.github.io/riksdagen-records-pdf/1968/prot-1968--ak--030/prot-1968--ak--030_162,§ 5 Vårsessionens avslutning
prot-1968--fk--009,https://swerik-project.github.io/riksdagen-records-pdf/1968/prot-1968--fk--009/prot-1968--fk--009_039,no header
prot-1968--fk--029,https://swerik-project.github.io/riksdagen-records-pdf/1968/prot-1968--fk--029/prot-1968--fk--029_114,no header
prot-1969--ak--016,https://swerik-project.github.io/riksdagen-records-pdf/1969/prot-1969--ak--016/prot-1969--ak--016_010,no header
prot-1969--ak--024,https://swerik-project.github.io/riksdagen-records-pdf/1969/prot-1969--ak--024/prot-1969--ak--024_044,no header
prot-1969--fk--026,https://swerik-project.github.io/riksdagen-records-pdf/1969/prot-1969--fk--026/prot-1969--fk--026_066,no header
prot-1970--fk--012,https://swerik-project.github.io/riksdagen-records-pdf/1970/prot-1970--fk--012/prot-1970--fk--012_015,no header
prot-1971--067,https://swerik-project.github.io/riksdagen-records-pdf/1971/prot-1971--067/prot-1971--067_028,no header
prot-1971--118,https://swerik-project.github.io/riksdagen-records-pdf/1971/prot-1971--118/prot-1971--118_040,no header
prot-1972--017,https://swerik-project.github.io/riksdagen-records-pdf/1972/prot-1972--017/prot-1972--017_033,no header
prot-1972--037,https://swerik-project.github.io/riksdagen-records-pdf/1972/prot-1972--037/prot-1972--037_070,no header
prot-1972--060,https://swerik-project.github.io/riksdagen-records-pdf/1972/prot-1972--060/prot-1972--060_123,"§ 13 Interpellation nr 124 om ändrade bestämmelser om obduktion, m.m."
prot-1972--069,https://swerik-project.github.io/riksdagen-records-pdf/1972/prot-1972--069/prot-1972--069_054,no header
prot-1972--081,https://swerik-project.github.io/riksdagen-records-pdf/1972/prot-1972--081/prot-1972--081_106,no header
prot-1972--085,https://swerik-project.github.io/riksdagen-records-pdf/1972/prot-1972--085/prot-1972--085_026,no header
prot-1972--091,https://swerik-project.github.io/riksdagen-records-pdf/1972/prot-1972--091/prot-1972--091_063,no header
prot-1972--103,https://swerik-project.github.io/riksdagen-records-pdf/1972/prot-1972--103/prot-1972--103_042,§ 20 Ang. skolindragningarna i glesbygdsområden
prot-1973--015,https://swerik-project.github.io/riksdagen-records-pdf/1973/prot-1973--015/prot-1973--015_097,no header
prot-1973--050,https://betalab.kb.se/prot-1973--50/prot_1973__50-089.jp2/_view,
prot-1973--142,https://swerik-project.github.io/riksdagen-records-pdf/1973/prot-1973--142/prot-1973--142_061,no header
prot-1974--144,https://swerik-project.github.io/riksdagen-records-pdf/1974/prot-1974--144/prot-1974--144_039,no header
prot-197576--026,https://swerik-project.github.io/riksdagen-records-pdf/197576/prot-197576--026/prot-197576--026_006,no header
prot-197576--035,https://swerik-project.github.io/riksdagen-records-pdf/197576/prot-197576--035/prot-197576--035_033,no header
prot-197677--032,https://swerik-project.github.io/riksdagen-records-pdf/197677/prot-197677--032/prot-197677--032_028,no header
prot-197677--084,https://swerik-project.github.io/riksdagen-records-pdf/197677/prot-197677--084/prot-197677--084_052,no header
prot-197677--128,https://swerik-project.github.io/riksdagen-records-pdf/197677/prot-197677--128/prot-197677--128_031,no header
prot-197677--133,https://swerik-project.github.io/riksdagen-records-pdf/197677/prot-197677--133/prot-197677--133_074,no header
prot-197778--022,https://swerik-project.github.io/riksdagen-records-pdf/197778/prot-197778--022/prot-197778--022_016,no header
prot-197778--042,https://swerik-project.github.io/riksdagen-records-pdf/197778/prot-197778--042/prot-197778--042_005,no header
prot-197778--050,https://swerik-project.github.io/riksdagen-records-pdf/197778/prot-197778--050/prot-197778--050_080,no header
prot-197778--127,https://swerik-project.github.io/riksdagen-records-pdf/197778/prot-197778--127/prot-197778--127_015,no header
prot-197778--157,https://swerik-project.github.io/riksdagen-records-pdf/197778/prot-197778--157/prot-197778--157_097,no header
prot-197879--044,https://swerik-project.github.io/riksdagen-records-pdf/197879/prot-197879--044/prot-197879--044_038,§ 14 Om hemspråksundervisningen
prot-197879--104,https://swerik-project.github.io/riksdagen-records-pdf/197879/prot-197879--104/prot-197879--104_074,no header
prot-197879--122,https://swerik-project.github.io/riksdagen-records-pdf/197879/prot-197879--122/prot-197879--122_090,no header
prot-197980--033,https://swerik-project.github.io/riksdagen-records-pdf/197980/prot-197980--033/prot-197980--033_047,no header
prot-197980--160,https://swerik-project.github.io/riksdagen-records-pdf/197980/prot-197980--160/prot-197980--160_034,no header
prot-198081--095,https://betalab.kb.se/prot-198081--95/prot_198081__95-000.jp2/_view,
prot-198081--152,https://swerik-project.github.io/riksdagen-records-pdf/198081/prot-198081--152/prot-198081--152_007,no header
prot-198182--039,https://swerik-project.github.io/riksdagen-records-pdf/198182/prot-198182--039/prot-198182--039_009,no header
prot-198182--053,https://swerik-project.github.io/riksdagen-records-pdf/198182/prot-198182--053/prot-198182--053_014,no header
prot-198182--093,https://swerik-project.github.io/riksdagen-records-pdf/198182/prot-198182--093/prot-198182--093_048,no header
prot-198182--105,https://swerik-project.github.io/riksdagen-records-pdf/198182/prot-198182--105/prot-198182--105_073,no header
prot-198182--120,https://swerik-project.github.io/riksdagen-records-pdf/198182/prot-198182--120/prot-198182--120_076,no header
prot-198182--128,https://swerik-project.github.io/riksdagen-records-pdf/198182/prot-198182--128/prot-198182--128_030,no header
prot-198182--141,https://betalab.kb.se/prot-198182--141/prot_198182__141-036.jp2/_view,
prot-198182--152,https://swerik-project.github.io/riksdagen-records-pdf/198182/prot-198182--152/prot-198182--152_008,19 § Allmän rättshjälp innan s. k. pilotfall har avgjorts
prot-198283--043,https://swerik-project.github.io/riksdagen-records-pdf/198283/prot-198283--043/prot-198283--043_047,no header
prot-198283--073,https://swerik-project.github.io/riksdagen-records-pdf/198283/prot-198283--073/prot-198283--073_069,no header
prot-198384--006,https://swerik-project.github.io/riksdagen-records-pdf/198384/prot-198384--006/prot-198384--006_025,no header
prot-198485--009,https://swerik-project.github.io/riksdagen-records-pdf/198485/prot-198485--009/prot-198485--009_054,20 § Meddelande om frågor
prot-198485--150,https://swerik-project.github.io/riksdagen-records-pdf/198485/prot-198485--150/prot-198485--150_010,6 § Svar på fråga 1984/85:555 om rekryteringsstödet
prot-198485--159,https://swerik-project.github.io/riksdagen-records-pdf/198485/prot-198485--159/prot-198485--159_033,no header
prot-198586--164,https://swerik-project.github.io/riksdagen-records-pdf/198586/prot-198586--164/prot-198586--164_046,no header
prot-198687--048,https://swerik-project.github.io/riksdagen-records-pdf/198687/prot-198687--048/prot-198687--048_099,11 § Meddelande om interpellation
prot-198687--102,https://swerik-project.github.io/riksdagen-records-pdf/198687/prot-198687--102/prot-198687--102_018,9 § Anmäldes och bordlades; 10 § Meddelande om interpellationer
prot-198687--108,https://swerik-project.github.io/riksdagen-records-pdf/198687/prot-198687--108/prot-198687--108_069,no header
prot-198687--127,https://betalab.kb.se/prot-198687--127/prot_198687__127-000.jp2/_view,
prot-198687--137,https://swerik-project.github.io/riksdagen-records-pdf/198687/prot-198687--137/prot-198687--137_012,no header
prot-198788--012,https://swerik-project.github.io/riksdagen-records-pdf/198788/prot-198788--012/prot-198788--012_117,no header
prot-198788--093,https://swerik-project.github.io/riksdagen-records-pdf/198788/prot-198788--093/prot-198788--093_012,no header
prot-198788--122,https://swerik-project.github.io/riksdagen-records-pdf/198788/prot-198788--122/prot-198788--122_164,no header
prot-198889--011,https://swerik-project.github.io/riksdagen-records-pdf/198889/prot-198889--011/prot-198889--011_111,no header
prot-198889--068,https://betalab.kb.se/prot-198889--68/prot_198889__68-071.jp2/_view,
prot-198889--090,https://swerik-project.github.io/riksdagen-records-pdf/198889/prot-198889--090/prot-198889--090_166,no header
prot-198990--030,https://swerik-project.github.io/riksdagen-records-pdf/198990/prot-198990--030/prot-198990--030_021,15 § Svar på fråga 1989/90:226 om Citygruppens fortsatta verksamhet
prot-198990--104,https://swerik-project.github.io/riksdagen-records-pdf/198990/prot-198990--104/prot-198990--104_141,27 § Anmälan om frågor
prot-199192--078,https://swerik-project.github.io/riksdagen-records-pdf/199192/prot-199192--078/prot-199192--078_045,
prot-199495--041,http://data.riksdagen.se/fil/83F24850-7D74-4269-871A-5242F3AAAEC0#page=28,"12 § Svar på frågorna 1994/95:218, 219 och 226 om Kungälvs Waldorfseminarium"
prot-199495--060,http://data.riksdagen.se/fil/7CBD1F1F-CB61-4321-8E57-28932C72BC1B#page=35,no header
prot-199495--070,http://data.riksdagen.se/fil/6E68E17E-528E-4015-A3F2-B93AD229F295#page=23,no header
prot-199495--086,http://data.riksdagen.se/fil/60149515-BC2C-4548-9188-990C9CC7CD16#page=51,no header
prot-199495--089,http://data.riksdagen.se/fil/0CC5AEE5-300D-4D14-9071-046BC39C138A#page=3,7 § Svar på fråga 1994/95:437 om Ringhals 2
prot-199495--095,http://data.riksdagen.se/fil/C252C43A-14CF-4456-B3C3-A86E8ADFD614#page=71,no header
prot-199495--096,http://data.riksdagen.se/fil/1810F548-F25A-4519-8878-2F47398A3057#page=93,no header
prot-199495--103,http://data.riksdagen.se/fil/5CC13CC5-D971-475E-8DDD-93547C7E3BFE#page=90,no header
prot-199495--107,http://data.riksdagen.se/fil/8A045908-A366-4D95-8484-8F5F7BDFA8BC#page=118,no header
prot-199596--007,http://data.riksdagen.se/fil/00CF00FC-CACA-4828-9BA6-AA44389A713E#page=25,no header
prot-199596--026,http://data.riksdagen.se/fil/083C3433-043C-4F09-B355-AB334AEB65F7#page=51,23 § Svar på fråga 1995/96:106 om jämställdhetsgranskning av det nya pensionssystemet
prot-199596--076,http://data.riksdagen.se/fil/EBEAD7E5-6EED-4167-B5AF-CF4416322B1C#page=170,no header
prot-199697--043,http://data.riksdagen.se/fil/95749438-9F6A-4E1C-A666-138DE43B93C3#page=46,no header
prot-199697--095,http://data.riksdagen.se/fil/BF06D895-C403-4737-9E1C-096C05DB8251#page=49,no header
prot-199697--103,http://data.riksdagen.se/fil/48CECC7E-E043-4698-ABA4-FDE46C916A5B#page=54,no header
prot-199798--052,http://data.riksdagen.se/fil/AD374FD1-06BE-4043-B2EE-A054B480C3DB#page=28,no header
prot-199798--074,http://data.riksdagen.se/fil/29E570A2-92E1-4E5A-B4CC-4AFD3E5EE339#page=72,no header
prot-199798--094,http://data.riksdagen.se/fil/07CE7EDF-3281-4078-B430-D603375571E2#page=129,no header
prot-199798--099,http://data.riksdagen.se/fil/F6FBB5D0-B4DE-40FE-8776-1A52DFCA0754#page=78,no header
prot-199798--108,http://data.riksdagen.se/fil/8CB73983-83B8-41E3-B188-94777BE40456#page=131,no header
prot-199798--114,http://data.riksdagen.se/fil/105BA6ED-75F7-4B1A-B575-B382AF91B6BD#page=46,6 § (forts. från 4 §) Kvinnofrid (forts. JuU13)
prot-199798--117,http://data.riksdagen.se/fil/5DA692DC-1EC8-4B6F-981D-5A2830C9A904#page=81,no header
prot-199899--036,http://data.riksdagen.se/fil/C9195609-2F22-4556-B000-F305A63B5E91#page=35,no header
prot-199899--046,http://data.riksdagen.se/fil/C29AC41F-9079-48A9-8A18-0345657F99EE#page=1,1 § Justering av protokoll; 2 § Avsägelser; 3 § Kompletteringsval till EU-nämnden; 4 § Meddelande om särskilt anordnad debatt
prot-199899--070,http://data.riksdagen.se/fil/3A6B182D-58ED-44CE-9B43-BCB1F83FDD87#page=89,no header
prot-199899--096,http://data.riksdagen.se/fil/37D9434E-AB9D-44D0-888D-61344BA26810#page=112,no header
prot-199899--103,http://data.riksdagen.se/fil/493CB07A-B5C2-46B2-BBED-089482C7E5D5#page=145,no header
prot-19992000--041,http://data.riksdagen.se/fil/088FD37F-BDBA-45D4-8CAA-ED31672FC86A#page=25,no header
prot-200001--008,http://data.riksdagen.se/fil/E9EC2476-E00A-4BAC-A7DB-C2909BA89508#page=33,no header
prot-200001--091,http://data.riksdagen.se/fil/283E87C5-0426-4C8C-BC58-23A1EB7B1214#page=70,8 § Motioner om företags- och kapitalbeskattning
prot-200102--013,http://data.riksdagen.se/fil/C1167929-B1E0-4F72-9823-2A25B8D85E24#page=117,no header
prot-200102--057,http://data.riksdagen.se/fil/22CACB9F-9535-4A5B-AB3A-497DEBDDB561#page=80,no header
prot-200102--074,http://data.riksdagen.se/fil/CB50717B-1DC9-42D0-ACA1-ED89239BA954#page=2,no header
prot-200102--094,http://data.riksdagen.se/fil/5555212F-C2AF-4A8D-A646-C1D7B1B0B41B#page=20,no header
prot-200102--101,http://data.riksdagen.se/fil/67C76778-9EF5-4436-BEE2-AE4C24BF0C12#page=4,3 § Anmälan om uppteckningar vid EU-nämndens sammanträden; 4 § Hänvisning av ärende till utskott; 5 § Förnyad bordläggning; 6 § Beslut om ärenden som slutdebatterats den 19 april
prot-200102--111,http://data.riksdagen.se/fil/9A809D77-24EA-4AF3-811A-2AB3B1AA6535#page=17,no header
prot-200102--116,http://data.riksdagen.se/fil/357CBFCA-0696-4F1C-9D04-F616E325A8E1#page=100,no header
prot-200102--121,http://data.riksdagen.se/fil/DEE7E8AA-1513-4D9D-B7DC-BACADB3235E5#page=18,no header
prot-200203--001,http://data.riksdagen.se/fil/CEBBACEE-C041-4AC0-950D-1FB744D176A1#page=28,3 § Anmälan om entledigande av statsråd; 4 § Anmälan om ersättare för statsråd; 5 § Anmälan om ledighet från dagens sammanträde; 6 § Upprop
prot-200203--066,http://data.riksdagen.se/fil/E2744779-41B8-4773-A9B4-D7A1C23D0739#page=119,no header
prot-200203--088,http://data.riksdagen.se/fil/F7928B0F-B2F3-422E-9A76-7B5320E19AED#page=97,no header
prot-200304--054,http://data.riksdagen.se/fil/6DA13BFD-4B77-468D-9BF7-E2F0902F58E6#page=14,no header
prot-200405--063,http://data.riksdagen.se/fil/74832131-4820-4818-A76C-9B44BA1A9BB8#page=61,no header
prot-200506--041,http://data.riksdagen.se/fil/EB989F3D-EBC3-44A0-9924-222D4BD2B854#page=1,1 § Justering av protokoll; 2 § Anmälan om återtagande av plats i riksdagen; 3 § Meddelande om allmän debattimme; 4 § Meddelande om särskild debatt; 5 § Anmälan om inkomna uppteckningar från EU-nämnds-sammanträde; 6 § Hänvisning av ärende till utskott
prot-200506--047,http://data.riksdagen.se/fil/46E2EF56-F3A2-46B8-B8F4-DBC439A3E684#page=63,no header
prot-200607--045,http://data.riksdagen.se/fil/49AC30C5-5EAB-4A32-B1E2-8DFB8761786E#page=7,no header
prot-200607--082,http://data.riksdagen.se/fil/E95AA4E7-783B-4F96-A293-A8785AE85577#page=108,no header
prot-200607--123,http://data.riksdagen.se/fil/65403BA6-17AA-49E8-959A-64416EFD7BA8#page=5,no header
prot-200607--128,http://data.riksdagen.se/fil/8FCF6C8C-053F-42D0-AB41-6A3E6767A6B4#page=76,no header
prot-200708--014,http://data.riksdagen.se/fil/596ADBF9-41F8-4232-AB8B-1D2CE0D2FD39#page=54,no header
prot-200708--032,http://data.riksdagen.se/fil/E2B56FE9-C4C7-49B2-BB27-B657E6CAF0F5#page=132,17 § Bordläggning; 18 § Anmälan om interpellationer
prot-200708--040,http://data.riksdagen.se/fil/91A2705C-F16C-46DF-9ABE-83A0E3EC5570#page=78,no header
prot-200708--100,http://data.riksdagen.se/fil/B71C9FD3-ED96-42AA-8885-341BDA657DCA#page=32,no header
prot-200708--124,http://data.riksdagen.se/fil/BA79D775-4C04-4FDC-A221-BDE5776E3276#page=100,no header
prot-200809--015,http://data.riksdagen.se/fil/6674EDA9-B3E1-4CBD-ABF3-97D84DDFB895#page=130,no header
prot-200809--063,http://data.riksdagen.se/fil/36F9BB71-A804-4DD9-875C-0F535B3BD206#page=83,no header
prot-200809--080,http://data.riksdagen.se/fil/4E2600D5-D712-467C-A28E-145476FA8688#page=41,no header
prot-200910--033,http://data.riksdagen.se/fil/77574D14-5780-4DC1-A704-24E5024DAEE8#page=44,no header
prot-200910--142,http://data.riksdagen.se/fil/F96CDFE4-775D-4F3F-A509-53FE296F7795#page=41,no header
prot-201011--084,http://data.riksdagen.se/fil/221873D4-23F3-4EA7-8E08-9FAC836933B8#page=85,no header
