protocol_id	x	facs	github	NROWS	NCOLS	row_to_check	content	tricky	most_probable_line	lev
data/1876/prot-1876--fk--016.xml	29	https://betalab.kb.se/prot-1876--fk--16/prot_1876__fk__16-029.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--fk--16.xml#L2340	50	1	30	ikläda mig något ansvar; ty examina synas hafva blifvit så särskildt		ikläda mig något ansvar; ty examina synas hafva blifvit så särskildt	0
data/1876/prot-1876--fk--016.xml	29	https://betalab.kb.se/prot-1876--fk--16/prot_1876__fk__16-029.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--fk--16.xml#L2340	50	1	41	statsrådsprotokollet om önskligheten att kunna vid universiteten fästa		statsrådsprotokollet om önskligheten att kunna vid universiteten fästa	0
data/1876/prot-1876--fk--035.xml	59	https://betalab.kb.se/prot-1876--fk--35/prot_1876__fk__35-059.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--fk--35.xml#L4432	49	1	32	detsamma, det må blifva Kammarens beslut, hvartill jag yrkar bifall.		detsamma, det må blifva kammarens beslut, hvartill jag yrkar bifall.	0
data/1876/prot-1876--fk--035.xml	59	https://betalab.kb.se/prot-1876--fk--35/prot_1876__fk__35-059.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--fk--35.xml#L4432	49	1	36	som i reservationer, nu skulle yttra sig i frågan. Emellertid må det		som i reservationer, nu skulle yttra sig i frågan. emellertid må det	0
data/1876/prot-1876--fk--035.xml	59	https://betalab.kb.se/prot-1876--fk--35/prot_1876__fk__35-059.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--fk--35.xml#L4432	49	1	43	den kommunala rösträtten, en rubbning, som visserligen på sätt och		den kommunala rösträtten, en rubbning, som visserligen på sätt och	0
data/1877/prot-1877--ak--024.xml	24	https://betalab.kb.se/prot-1877--ak--24/prot_1877__ak__24-024.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--24.xml#L2149	49	1	7	beräknad efter gällande mätbref, samt betalas hvarje gång både vid		beräknad efter gällande mätbref, samt betalas hvarje gång både vid	0
data/1877/prot-1877--ak--024.xml	24	https://betalab.kb.se/prot-1877--ak--24/prot_1877__ak__24-024.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--24.xml#L2149	49	1	25	derföre att jag ogillat det slut, hvartill Utskottet kommit, utan endast		derföre att jag ogillat det slut, hvartill utskottet kommit, utan endast	0
data/1877/prot-1877--ak--024.xml	24	https://betalab.kb.se/prot-1877--ak--24/prot_1877__ak__24-024.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--24.xml#L2149	49	1	34	med sin grundlagsenliga rätt den 26 sistlidne Januari beslutat höja		med sin grundlagsenliga rätt den 26 sistlidne januari beslutat höja	0
data/1877/prot-1877--ak--027.xml	5	https://betalab.kb.se/prot-1877--ak--27/prot_1877__ak__27-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--27.xml#L425	44	1	8	proposition på bifall till Utskottets förslag samt derefter, enligt det		proposition på bifall till utskottets förslag samt derefter, enligt det	0
data/1877/prot-1877--ak--027.xml	5	https://betalab.kb.se/prot-1877--ak--27/prot_1877__ak__27-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--27.xml#L425	44	1	12	§ 5.		§ 5.	0
data/1877/prot-1877--ak--027.xml	5	https://betalab.kb.se/prot-1877--ak--27/prot_1877__ak__27-005.jp2/_view	https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--27.xml#L425	44	1	14	nämnda utlåtanden:		n nämnda utlåtanden:	2
