version,year,lev_mean,lev_first_q,lev_third_q,wer_mean,wer_first_q,wer_third_q,cer_mean,cer_first_q,cer_third_q,perfect_match,token_ratio,char_ratio
v99.99.99,1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v99.99.99,1923,0.8333333333333334,0.0,1.0,0.08062770562770563,0.0,0.12987012987012986,0.01803376022126022,0.0,0.038059163059163056,0.5,0.3333333333333333,0.16666666666666666
v99.99.99,1924,8.666666666666666,0.0,13.0,0.39999999999999997,0.0,0.6,0.15204678362573099,0.0,0.22807017543859648,0.6666666666666666,0.0,0.3333333333333333
v99.99.99,1925,2.1666666666666665,0.0,3.0,0.10107560568086883,0.0,0.16666666666666666,0.03174062627864085,0.0,0.0419047619047619,0.3333333333333333,0.3333333333333333,0.3333333333333333
v99.99.99,1926,1.8333333333333333,0.0,3.75,0.15048285048285048,0.0,0.25,0.033150404528113506,0.0,0.05298701298701299,0.5,0.05555555555555555,0.4444444444444444
v99.99.99,1927,2.533333333333333,0.0,3.0,0.14195841195841197,0.0,0.19090909090909092,0.05552237817212457,0.0,0.040270270270270275,0.4666666666666667,0.26666666666666666,0.26666666666666666
v99.99.99,1928,1.5,0.0,2.25,0.10555555555555556,0.0,0.1,0.019948630136986303,0.0,0.028124999999999997,0.6666666666666666,0.0,0.3333333333333333
v99.99.99,1929,0.3333333333333333,0.0,0.0,0.018518518518518517,0.0,0.0,0.004115226337448559,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111
v99.99.99,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v99.99.99,1931,0.3333333333333333,0.0,0.0,0.025925925925925925,0.0,0.0,0.005479371776840131,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
v99.99.99,1932,2.3333333333333335,1.5,3.5,0.1818181818181818,0.09090909090909091,0.2727272727272727,0.032477972859990996,0.02054794520547945,0.0487169592899865,0.3333333333333333,0.0,0.6666666666666666
v99.99.99,1933,2.6666666666666665,0.0,6.0,0.08233618233618234,0.0,0.1111111111111111,0.03888407314407364,0.0,0.07894736842105263,0.4444444444444444,0.2222222222222222,0.3333333333333333
v99.99.99,1934,0.3333333333333333,0.0,0.5,0.030303030303030304,0.0,0.045454545454545456,0.0045045045045045045,0.0,0.006756756756756757,0.6666666666666666,0.3333333333333333,0.0
v99.99.99,1935,5.833333333333333,0.0,3.0,0.18327505827505827,0.0,0.18181818181818182,0.0794693517125024,0.0,0.04082207207207207,0.4166666666666667,0.25,0.3333333333333333
v99.99.99,1936,1.1904761904761905,0.0,2.0,0.08183469969184254,0.0,0.14285714285714285,0.022038657136992715,0.0,0.03333333333333333,0.5714285714285714,0.19047619047619047,0.23809523809523808
v99.99.99,1937,1.3333333333333333,0.0,2.0,0.10886644219977554,0.0,0.1111111111111111,0.018390612414903088,0.0,0.02702702702702703,0.4444444444444444,0.3333333333333333,0.2222222222222222
v99.99.99,1938,1.5,0.0,3.0,0.0841991341991342,0.0,0.17272727272727273,0.02028786755621448,0.0,0.03986842105263158,0.5,0.16666666666666666,0.3333333333333333
v99.99.99,1939,1.0,0.0,1.0,0.06915306915306915,0.0,0.09090909090909091,0.01322710278383665,0.0,0.012658227848101266,0.5555555555555556,0.2222222222222222,0.2222222222222222
v99.99.99,1940,1.5,0.0,2.5,0.0845959595959596,0.0,0.1477272727272727,0.02162595306832482,0.0,0.04130801687763713,0.5,0.16666666666666666,0.3333333333333333
v99.99.99,1941,1.0,0.0,2.0,0.05881155881155881,0.0,0.14285714285714285,0.014534439736451181,0.0,0.02531645569620253,0.5555555555555556,0.2222222222222222,0.2222222222222222
v99.99.99,1942,1.5,0.0,3.0,0.07792207792207792,0.0,0.14285714285714285,0.019339852673186008,0.0,0.038105413105413107,0.5,0.0,0.5
v99.99.99,1943,0.3333333333333333,0.0,0.5,0.041666666666666664,0.0,0.0625,0.004329004329004329,0.0,0.006493506493506494,0.6666666666666666,0.3333333333333333,0.0
v99.99.99,1944,1.3333333333333333,0.0,2.5,0.18055555555555555,0.0,0.3125,0.04869281045751633,0.0,0.06470588235294117,0.5,0.3333333333333333,0.16666666666666666
v99.99.99,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v99.99.99,1946,1.5714285714285714,0.0,2.0,0.09063079777365492,0.0,0.16666666666666666,0.021553016967349986,0.0,0.028985507246376812,0.47619047619047616,0.23809523809523808,0.2857142857142857
v99.99.99,1947,1.2666666666666666,0.0,3.0,0.09924297924297924,0.0,0.16025641025641024,0.03380287153629726,0.0,0.04286589099816289,0.6,0.06666666666666667,0.3333333333333333
v99.99.99,1948,1.875,0.0,3.0,0.2068452380952381,0.0,0.2976190476190476,0.05191144559431107,0.0,0.07742914979757085,0.3333333333333333,0.2916666666666667,0.375
v99.99.99,1949,1.7777777777777777,0.0,3.0,0.20919312169312168,0.0,0.3214285714285714,0.04701719163101277,0.0,0.0764423076923077,0.4444444444444444,0.1111111111111111,0.4444444444444444
v99.99.99,1950,2.6666666666666665,0.0,3.0,0.1675084175084175,0.0,0.3333333333333333,0.06485423189928263,0.0,0.04838709677419355,0.5555555555555556,0.1111111111111111,0.3333333333333333
v99.99.99,1951,0.9444444444444444,0.0,1.75,0.13571428571428573,0.0,0.2,0.026596400174498644,0.0,0.04791666666666667,0.5555555555555556,0.2777777777777778,0.16666666666666666
v99.99.99,1952,1.4166666666666667,0.0,3.0,0.12589285714285714,0.0,0.2,0.03795556874825168,0.0,0.07036713286713286,0.4166666666666667,0.3333333333333333,0.25
v99.99.99,1953,2.1666666666666665,0.75,3.0,0.26904761904761904,0.07142857142857142,0.42142857142857143,0.05473898160034232,0.018292682926829267,0.075,0.3333333333333333,0.0,0.6666666666666666
v99.99.99,1954,2.5,0.0,2.25,0.1625,0.0,0.175,0.06448341709969617,0.0,0.05571705426356589,0.5833333333333334,0.25,0.16666666666666666
v99.99.99,1955,1.4166666666666667,0.0,3.0,0.1722222222222222,0.0,0.3333333333333333,0.03725660304607673,0.0,0.07692307692307693,0.5,0.08333333333333333,0.4166666666666667
v99.99.99,1956,1.5714285714285714,0.0,3.0,0.13918178382464097,0.0,0.25,0.041987107691765675,0.0,0.075,0.5952380952380952,0.09523809523809523,0.30952380952380953
v99.99.99,1957,1.4666666666666666,0.0,3.0,0.15265873015873016,0.0,0.3214285714285714,0.03855142633217909,0.0,0.07844129554655871,0.5333333333333333,0.06666666666666667,0.4
v99.99.99,1958,0.5,0.0,0.0,0.0611111111111111,0.0,0.0,0.014028125870231133,0.0,0.0,0.8333333333333334,0.05555555555555555,0.1111111111111111
v99.99.99,1959,0.6666666666666666,0.0,0.75,0.0583994708994709,0.0,0.09375,0.01961539044872378,0.0,0.02759009009009009,0.7222222222222222,0.2222222222222222,0.05555555555555555
v99.99.99,1960,1.3333333333333333,0.0,3.0,0.17222222222222225,0.0,0.35,0.034748209748209746,0.0,0.07548076923076923,0.5,0.08333333333333333,0.4166666666666667
v99.99.99,1961,1.7222222222222223,0.0,3.0,0.17466931216931217,0.0,0.3125,0.04463070135406464,0.0,0.07844129554655871,0.4444444444444444,0.16666666666666666,0.3888888888888889
v99.99.99,1962,1.4166666666666667,0.0,3.0,0.14732142857142858,0.0,0.2589285714285714,0.03864559218661386,0.0,0.07652027027027027,0.4166666666666667,0.16666666666666666,0.4166666666666667
v99.99.99,1964,1.4666666666666666,0.0,3.0,0.15944444444444444,0.0,0.29166666666666663,0.06318571750624818,0.0,0.079002079002079,0.4,0.26666666666666666,0.3333333333333333
v99.99.99,1965,1.0,0.0,2.25,0.11428571428571428,0.0,0.21428571428571427,0.02638888888888889,0.0,0.056249999999999994,0.6666666666666666,0.0,0.3333333333333333
v99.99.99,1966,1.2666666666666666,0.0,3.0,0.1484920634920635,0.0,0.2857142857142857,0.03568634708803099,0.0,0.08004158004158005,0.5666666666666667,0.1,0.3333333333333333
v99.99.99,1967,1.0476190476190477,0.0,3.0,0.12587868480725625,0.0,0.2857142857142857,0.030261146263265985,0.0,0.07410714285714286,0.5952380952380952,0.11904761904761904,0.2857142857142857
v99.99.99,1968,1.0,0.0,2.25,0.10337301587301588,0.0,0.2857142857142857,0.02640257919863183,0.0,0.059290540540540546,0.625,0.125,0.25
v99.99.99,1969,1.2222222222222223,0.0,3.0,0.1392857142857143,0.0,0.2767857142857143,0.032672396707484425,0.0,0.07706766917293233,0.5555555555555556,0.2222222222222222,0.2222222222222222
v99.99.99,1970,0.9166666666666666,0.0,2.25,0.10714285714285714,0.0,0.2976190476190476,0.026803118908382065,0.0,0.05921052631578947,0.6666666666666666,0.0,0.3333333333333333
v99.99.99,1971,1.0,0.0,2.0,0.07451159951159951,0.0,0.1456043956043956,0.01508104328156991,0.0,0.027516647081864475,0.5,0.25,0.25
v99.99.99,1972,31.333333333333332,27.0,37.0,0.9393939393939394,0.9090909090909092,1.0,0.5124888868092274,0.4870431893687708,0.5258761873566984,0.0,1.0,0.0
v99.99.99,1973,0.3333333333333333,0.0,0.0,0.02962962962962963,0.0,0.0,0.00455796353629171,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111
v99.99.99,1975,3.3333333333333335,0.0,2.5,0.1570750237416904,0.0,0.19871794871794873,0.06443249160134444,0.0,0.05839727195225916,0.48148148148148145,0.3333333333333333,0.18518518518518517
v99.99.99,1976,3.7777777777777777,0.0,3.0,0.11746031746031746,0.0,0.2,0.06360486904643908,0.0,0.04285714285714286,0.6666666666666666,0.2222222222222222,0.1111111111111111
v99.99.99,1977,0.3333333333333333,0.0,0.0,0.022222222222222223,0.0,0.0,0.0045662100456621,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111
v99.99.99,1978,1.3333333333333333,0.0,3.0,0.08659932659932659,0.0,0.19090909090909092,0.020516536873494782,0.0,0.04139703083365055,0.5333333333333333,0.13333333333333333,0.3333333333333333
v99.99.99,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v99.99.99,1980,0.4444444444444444,0.0,1.0,0.05283605283605283,0.0,0.07692307692307693,0.006196337182252675,0.0,0.013513513513513514,0.6666666666666666,0.2222222222222222,0.1111111111111111
v99.99.99,1981,3.6666666666666665,0.0,4.5,0.08796296296296297,0.0,0.15277777777777776,0.05027406893628499,0.0,0.07277397260273973,0.5,0.3333333333333333,0.16666666666666666
v99.99.99,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v99.99.99,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v99.99.99,1984,1.0,0.0,1.5,0.08333333333333333,0.0,0.125,0.012048192771084336,0.0,0.018072289156626505,0.6666666666666666,0.3333333333333333,0.0
v99.99.99,1985,0.3333333333333333,0.0,0.0,0.028835978835978836,0.0,0.0,0.009043478260869566,0.0,0.0,0.8,0.2,0.0
v99.99.99,1986,0.9333333333333333,0.0,1.5,0.09043290043290043,0.0,0.12142857142857143,0.016459373959373958,0.0,0.033035714285714286,0.6666666666666666,0.2,0.13333333333333333
v99.99.99,1987,0.8333333333333334,0.0,1.0,0.04980936819172113,0.0,0.0875,0.011114282714868943,0.0,0.014186568687487243,0.5833333333333334,0.25,0.16666666666666666
v99.99.99,1988,2.6666666666666665,0.0,1.0,0.2191358024691358,0.0,0.1111111111111111,0.06744354744354746,0.0,0.045454545454545456,0.5555555555555556,0.4444444444444444,0.0
